no;question;a;b;c;d;e;answer;explained;source;qa_comb
85;Every person has the right to live in physical and spiritual prosperity, to have a place to live and to have a good and healthy living environment and to receive health services, at...;Article 21 H paragraph 1 (Constitution/UUD 1945);Article 28 H paragraph 1 (Constitution/UUD 1945);Article 28 A paragraph 1 (Constitution/UUD 1945);Article 28 B paragraph 1 (Constitution/UUD 1945);Article 28 C paragraph 1 (1945 Constitution/UUD);b;Article 28 H paragraph 1 (Constitution/UUD 1945) states that every person has the right to live in physical and spiritual prosperity, to live and have a good and healthy living environment and to receive health services.;53_Putusan054PUUII2004.pdf;Every person has the right to live in physical and spiritual prosperity, to have a place to live and to have a good and healthy living environment and to receive health services, at...\n A.  Article 21 H paragraph 1 (Constitution/UUD 1945)\n B.  Article 28 H paragraph 1 (Constitution/UUD 1945)\n C.  Article 28 A paragraph 1 (Constitution/UUD 1945)\n D.  Article 28 B paragraph 1 (Constitution/UUD 1945)\n E.  Article 28 C paragraph 1 (1945 Constitution/UUD)
86;In Article 51 paragraph (1) of Law Number 24 of 2003 concerning the Constitutional Court. A party who considers their constitutional rights and/or authority to be impaired by the enactment of a law is...;President;Applicant;vice President;Police;Soldier;b;Considering that, Article 51 paragraph (1) of Law Number 24 of 2003 concerning the Constitutional Court states, the Petitioner is a party who considers their constitutional rights and/or authority to be impaired by the enactment of a law, namely: individual Indonesian citizens, the unity of the customary law community as long as it is still alive and in accordance with the development of society and the principles of the Unitary State of the Republic of Indonesia as regulated in law, public or private legal entity or state institutions;53_Putusan054PUUII2004.pdf;In Article 51 paragraph (1) of Law Number 24 of 2003 concerning the Constitutional Court. A party who considers their constitutional rights and/or authority to be impaired by the enactment of a law is...\n A.  President\n B.  Applicant\n C.  vice President\n D.  Police\n E.  Soldier
87;Article 51 paragraph (1) of Law Number 24 of 2003 concerning the Constitutional Court states, the Petitioner is a party who considers their constitutional rights and/or authority to be impaired by the enactment of a law, namely...;individual Indonesian citizens, the unity of the customary law community as long as it is still alive and in accordance with the development of society and the principles of the Unitary State of the Republic of Indonesia as regulated in law, public or private legal entity, or state institutions;Individual Indonesian citizens, have flesh and blood, or state institutions;individual Indonesian citizens, working in government, or state institutions;individual Indonesian citizens, can speak Indonesian,  public or private legal entity, or state institutions;individual Indonesian citizens, criminal, public or private legal entity, or state institutions;a;Considering that, Article 51 paragraph (1) of Law Number 24 of 2003 concerning the Constitutional Court states, the Petitioner is a party who considers their constitutional rights and/or authority to be impaired by the enactment of a law, namely: individual Indonesian citizens, the unity of the customary law community as long as it is still alive and in accordance with the development of society and the principles of the Unitary State of the Republic of Indonesia as regulated in law, public or private legal entity, or state institutions;53_Putusan054PUUII2004.pdf;Article 51 paragraph (1) of Law Number 24 of 2003 concerning the Constitutional Court states, the Petitioner is a party who considers their constitutional rights and/or authority to be impaired by the enactment of a law, namely...\n A.  individual Indonesian citizens, the unity of the customary law community as long as it is still alive and in accordance with the development of society and the principles of the Unitary State of the Republic of Indonesia as regulated in law, public or private legal entity, or state institutions\n B.  Individual Indonesian citizens, have flesh and blood, or state institutions\n C.  individual Indonesian citizens, working in government, or state institutions\n D.  individual Indonesian citizens, can speak Indonesian,  public or private legal entity, or state institutions\n E.  individual Indonesian citizens, criminal, public or private legal entity, or state institutions
88;Every person has the right to recognition, guarantees, protection and fair legal certainty as well as equal treatment before the law, reads the...;Article 28D paragraph (1) of the 1945 Constitution;Article 27D paragraph (1) of the 1945 Constitution;Article 26D paragraph (1) of the 1945 Constitution;Article 25D paragraph (1) of the 1945 Constitution;Article 24D paragraph (1) of the 1945 Constitution;a;"Article 28D paragraph (1) of the 1945 Constitution which states, ""Everyone has the right to recognition, guarantees, protection and fair legal certainty as well as equal treatment before the law.""";287_putusan_sidang_FINAL%2520PUTUSAN%252050%2520UU%2520ITE%25202008.pdf;Every person has the right to recognition, guarantees, protection and fair legal certainty as well as equal treatment before the law, reads the...\n A.  Article 28D paragraph (1) of the 1945 Constitution\n B.  Article 27D paragraph (1) of the 1945 Constitution\n C.  Article 26D paragraph (1) of the 1945 Constitution\n D.  Article 25D paragraph (1) of the 1945 Constitution\n E.  Article 24D paragraph (1) of the 1945 Constitution
89;Every person has the right to freedom of belief, expression of thoughts and attitudes, in accordance with his conscience, according to article...;Article 28F paragraph (2) of the 1945 Constitution;Article 28A paragraph (2) of the 1945 Constitution;Article 28B paragraph (2) of the 1945 Constitution;Article 28C paragraph (2) of the 1945 Constitution;Article 28E paragraph (2) of the 1945 Constitution;e;"Article 28E paragraph (2) of the 1945 Constitution which states, ""Everyone has the right to freedom of belief, expression of thoughts and attitudes, in accordance with his conscience"",";287_putusan_sidang_FINAL%2520PUTUSAN%252050%2520UU%2520ITE%25202008.pdf;Every person has the right to freedom of belief, expression of thoughts and attitudes, in accordance with his conscience, according to article...\n A.  Article 28F paragraph (2) of the 1945 Constitution\n B.  Article 28A paragraph (2) of the 1945 Constitution\n C.  Article 28B paragraph (2) of the 1945 Constitution\n D.  Article 28C paragraph (2) of the 1945 Constitution\n E.  Article 28E paragraph (2) of the 1945 Constitution
90;Everyone has the right to freedom of association, assembly and expression of opinion, from article...;Article 28A paragraph (3) of the 1945 Constitution;Article 28E paragraph (3) of the 1945 Constitution;Article 28B paragraph (3) of the 1945 Constitution;Article 28C paragraph (3) of the 1945 Constitution;Article 28D paragraph (3) of the 1945 Constitution;b;"Article 28E paragraph (3) of the 1945 Constitution which states, ""Everyone has the right to freedom of association, assembly and expression of opinion""";287_putusan_sidang_FINAL%2520PUTUSAN%252050%2520UU%2520ITE%25202008.pdf;Everyone has the right to freedom of association, assembly and expression of opinion, from article...\n A.  Article 28A paragraph (3) of the 1945 Constitution\n B.  Article 28E paragraph (3) of the 1945 Constitution\n C.  Article 28B paragraph (3) of the 1945 Constitution\n D.  Article 28C paragraph (3) of the 1945 Constitution\n E.  Article 28D paragraph (3) of the 1945 Constitution
91;Everyone has the right to communicate and obtain information to develop their personal and social environment, and has the right to seek, obtain, own, store, process and convey information using all types of available channels, as stated in article...;Article 28B of the 1945 Constitution;Article 28C of the 1945 Constitution;Article 28E of the 1945 Constitution;Article 28E of the 1945 Constitution;Article 28F of the 1945 Constitution;e;"Article 28F of the 1945 Constitution states, ""Everyone has the right to communicate and obtain information to develop their personal and social environment, and has the right to search for, obtain, own, store, process and convey information using all types of available channels.""";287_putusan_sidang_FINAL%2520PUTUSAN%252050%2520UU%2520ITE%25202008.pdf;Everyone has the right to communicate and obtain information to develop their personal and social environment, and has the right to seek, obtain, own, store, process and convey information using all types of available channels, as stated in article...\n A.  Article 28B of the 1945 Constitution\n B.  Article 28C of the 1945 Constitution\n C.  Article 28E of the 1945 Constitution\n D.  Article 28E of the 1945 Constitution\n E.  Article 28F of the 1945 Constitution
92;Every person who meets the elements as intended in Article 27 paragraph (1), paragraph (2), paragraph (3), or paragraph (4) shall be punished with a maximum imprisonment...;5 (five) years;6 (six) years;7 (seven) years;8 (eight) years;9 (nine) years;b;Every person who meets the elements as intended in Article 27 paragraph (1), paragraph (2), paragraph (3), or paragraph (4) shall be punished with imprisonment for a maximum of 6 (six) years and/or a fine of a maximum of IDR 1,000. 000,000.00 (one billion rupiah);287_putusan_sidang_FINAL%2520PUTUSAN%252050%2520UU%2520ITE%25202008.pdf;Every person who meets the elements as intended in Article 27 paragraph (1), paragraph (2), paragraph (3), or paragraph (4) shall be punished with a maximum imprisonment...\n A.  5 (five) years\n B.  6 (six) years\n C.  7 (seven) years\n D.  8 (eight) years\n E.  9 (nine) years
93;Every person who meets the elements as intended in Article 27 paragraph (1), paragraph (2), paragraph (3), or paragraph (4) shall be punished with imprisonment for a maximum of 6 (six) years and/or a fine of a maximum...;IDR 2,000,000,000.00 (two billion rupiah);IDR 3,000,000,000.00 (three billion rupiah);IDR 1,000,000,000.00 (one billion rupiah);IDR 4,000,000,000.00 (four billion rupiah);IDR 5,000,000,000.00 (five billion rupiah);c;Every person who meets the elements as intended in Article 27 paragraph (1), paragraph (2), paragraph (3), or paragraph (4) shall be punished with imprisonment for a maximum of 6 (six) years and/or a fine of a maximum of IDR 1,000. 000,000.00 (one billion rupiah);287_putusan_sidang_FINAL%2520PUTUSAN%252050%2520UU%2520ITE%25202008.pdf;Every person who meets the elements as intended in Article 27 paragraph (1), paragraph (2), paragraph (3), or paragraph (4) shall be punished with imprisonment for a maximum of 6 (six) years and/or a fine of a maximum...\n A.  IDR 2,000,000,000.00 (two billion rupiah)\n B.  IDR 3,000,000,000.00 (three billion rupiah)\n C.  IDR 1,000,000,000.00 (one billion rupiah)\n D.  IDR 4,000,000,000.00 (four billion rupiah)\n E.  IDR 5,000,000,000.00 (five billion rupiah)
94;Law Number 32 of 2004, as most recently amended by...;Law Number 11 of 2008;Law Number 12 of 2008;Law Number 13 of 2008;Law Number 14 of 2008;Law Number 15 of 2008;b;Article 104 paragraph (2) letter c Law Number 32 of 2004, as most recently amended by Law Number 12 of 2008;457_putusan_sidang_no_9-PHPU-D-VIII-2010_030610.pdf;Law Number 32 of 2004, as most recently amended by...\n A.  Law Number 11 of 2008\n B.  Law Number 12 of 2008\n C.  Law Number 13 of 2008\n D.  Law Number 14 of 2008\n E.  Law Number 15 of 2008
95;Law Number 12 of 2008 concerning the Second Amendment to Law Number 32 of 2004 concerning Regional Government, in Article 236C stipulates...;Handling of disputes over the vote counting results of regional head and deputy regional head elections by the Supreme Court shall be transferred to the Constitutional Court no later than 18 (eighteen) months from the promulgation of this Law.;The Supreme Court has the authority to adjudicate at the first and final level whose decisions are final, among other things, to decide disputes regarding the results of general elections;The Constitutional Court has the authority to adjudicate at the first and final level whose decisions are final, among other things, to decide disputes regarding the results of general elections;The Indonesian National Police adjudicates at the first and final level whose decision is final, among other things, to decide disputes regarding the results of the general election;The President of the Republic of Indonesia adjudicates at the first and final level whose decision is final, among other things, to decide disputes regarding the results of the general election;a;"Law Number 12 of 2008 concerning the Second Amendment to Law Number 32 of 2004 concerning Regional Government, in Article 236C stipulates, ""The handling of disputes over the vote counting results for the election of regional heads and deputy regional heads by the Supreme Court shall be transferred to the Constitutional Court no later than 18 (eighteen) months since this Law was promulgated""";457_putusan_sidang_no_9-PHPU-D-VIII-2010_030610.pdf;Law Number 12 of 2008 concerning the Second Amendment to Law Number 32 of 2004 concerning Regional Government, in Article 236C stipulates...\n A.  Handling of disputes over the vote counting results of regional head and deputy regional head elections by the Supreme Court shall be transferred to the Constitutional Court no later than 18 (eighteen) months from the promulgation of this Law.\n B.  The Supreme Court has the authority to adjudicate at the first and final level whose decisions are final, among other things, to decide disputes regarding the results of general elections\n C.  The Constitutional Court has the authority to adjudicate at the first and final level whose decisions are final, among other things, to decide disputes regarding the results of general elections\n D.  The Indonesian National Police adjudicates at the first and final level whose decision is final, among other things, to decide disputes regarding the results of the general election\n E.  The President of the Republic of Indonesia adjudicates at the first and final level whose decision is final, among other things, to decide disputes regarding the results of the general election
96;Governors, regents and mayors, respectively, as heads of provincial, district and city regional governments are elected democratically, as stated in article...;1945 Constitution Article 18 paragraph (4);1945 Constitution Article 22E paragraph (1);1945 Constitution Article 27 paragraph (1);1945 Constitution Article 28C paragraph (2);1945 Constitution Article 28D paragraph (1);a;1945 Constitution Article 18 paragraph (4): Governors, Regents and Mayors as heads of provincial, district and city regional governments are elected democratically.;526_putusan_sidang_PUTUSAN%2520PUU%2520TOLI-TOLI_siap%2520baca_19%2520Juli%25202010.pdf;Governors, regents and mayors, respectively, as heads of provincial, district and city regional governments are elected democratically, as stated in article...\n A.  1945 Constitution Article 18 paragraph (4)\n B.  1945 Constitution Article 22E paragraph (1)\n C.  1945 Constitution Article 27 paragraph (1)\n D.  1945 Constitution Article 28C paragraph (2)\n E.  1945 Constitution Article 28D paragraph (1)
97;General elections are held directly, publicly, freely, secretly, honestly and fairly once every five years, in article...;1946 Constitution Article 18 paragraph (4);1946 Constitution Article 22E paragraph (1);1946 Constitution Article 27 paragraph (1);1946 Constitution Article 28C paragraph (2);1946 Constitution Article 28D paragraph (1);b;1945 Constitution Article 22E paragraph (1): General elections are held directly, publicly, freely, secretly, honestly and fairly once every five years.;526_putusan_sidang_PUTUSAN%2520PUU%2520TOLI-TOLI_siap%2520baca_19%2520Juli%25202010.pdf;General elections are held directly, publicly, freely, secretly, honestly and fairly once every five years, in article...\n A.  1946 Constitution Article 18 paragraph (4)\n B.  1946 Constitution Article 22E paragraph (1)\n C.  1946 Constitution Article 27 paragraph (1)\n D.  1946 Constitution Article 28C paragraph (2)\n E.  1946 Constitution Article 28D paragraph (1)
98;All citizens have the same position under the law and government and are obliged to uphold the law and government without exception, in article...;1947 Constitution Article 18 paragraph (4);1947 Constitution Article 22E paragraph (1);1947 Constitution Article 27 paragraph (1);1947 Constitution Article 28C paragraph (2);1947 Constitution Article 28D paragraph (1);c;1945 Constitution Article 27 paragraph (1): All citizens have the same position under the law and government and are obliged to uphold the law and government without exception.;526_putusan_sidang_PUTUSAN%2520PUU%2520TOLI-TOLI_siap%2520baca_19%2520Juli%25202010.pdf;All citizens have the same position under the law and government and are obliged to uphold the law and government without exception, in article...\n A.  1947 Constitution Article 18 paragraph (4)\n B.  1947 Constitution Article 22E paragraph (1)\n C.  1947 Constitution Article 27 paragraph (1)\n D.  1947 Constitution Article 28C paragraph (2)\n E.  1947 Constitution Article 28D paragraph (1)
99;Everyone has the right to advance themselves in fighting for their rights collectively to develop their society, nation and state, as stated in article...;1948 Constitution Article 18 paragraph (4);1948 Constitution Article 22E paragraph (1);1948 Constitution Article 27 paragraph (1);1948 Constitution Article 28C paragraph (2);1948 Constitution Article 28D paragraph (1);d;1945 Constitution Article 28C paragraph (2): Every person has the right to advance himself in fighting for his rights collectively to develop his society, nation and state.;526_putusan_sidang_PUTUSAN%2520PUU%2520TOLI-TOLI_siap%2520baca_19%2520Juli%25202010.pdf;Everyone has the right to advance themselves in fighting for their rights collectively to develop their society, nation and state, as stated in article...\n A.  1948 Constitution Article 18 paragraph (4)\n B.  1948 Constitution Article 22E paragraph (1)\n C.  1948 Constitution Article 27 paragraph (1)\n D.  1948 Constitution Article 28C paragraph (2)\n E.  1948 Constitution Article 28D paragraph (1)
100;Every person has the right to recognition, guarantees, protection and fair legal certainty as well as equal treatment before the law, as stated in Article...;1949 Constitution Article 18 paragraph (4);1949 Constitution Article 22E paragraph (1);1949 Constitution Article 27 paragraph (1);1949 Constitution Article 28C paragraph (2);1949 Constitution Article 28D paragraph (1);e;1945 Constitution Article 28D paragraph (1): Every person has the right to recognition, guarantees, protection and fair legal certainty as well as equal treatment before the law.;526_putusan_sidang_PUTUSAN%2520PUU%2520TOLI-TOLI_siap%2520baca_19%2520Juli%25202010.pdf;Every person has the right to recognition, guarantees, protection and fair legal certainty as well as equal treatment before the law, as stated in Article...\n A.  1949 Constitution Article 18 paragraph (4)\n B.  1949 Constitution Article 22E paragraph (1)\n C.  1949 Constitution Article 27 paragraph (1)\n D.  1949 Constitution Article 28C paragraph (2)\n E.  1949 Constitution Article 28D paragraph (1)
