"id","question_id","question","question_date","question_by","answer_date","answer"
"39","13735","Kami Mahasiswa dari UPN Veteran Jakarta membutuhkan instansi pemerintah untuk melaksanakan program magang semester 6, untuk itu kami ingin mengajukan pertanyaan apakah MK ada lowongan magang pada bulan April","06-03-2021","Yoan Dwi Pratama","21-04-2021","Hai Yoan,  Untuk magang di MK saat ini yang masih tersedia adalah untuk periode Oktober 2021.Pengajuan magang dapat dilakukan melalui laman MK mkri.id pada menu Hubungi MK, dengan pilihan Magang/KKN/KKL. Adapun persyaratan yang dibutuhkan adalah surat pengantar dari Dekan atau Universitas dan proposal Magang yang diupload pada laman MK.  Terima kasih."
"40","13734","Selamat malam, BapakIbuPerkenalkan saya, Yolanda mahasiswa Bahasa Kebudayaan Jepang Universitas Diponegoro ingin bertanya mengenai program magang. Berikut beberapa pertanyaan yang ingin saya tanyakan1. Apakah diperbolehkan mahasiswa sastra untuk mengajukan permohonan magang di MKRI2. Untuk proposal pengajuan magang, apakah ada format yang disediakan oleh MKRI 3. Untuk mahasiswa semester 4 apakah sudah boleh applySekian dari saya, terima kasih atas perhatian BapakIbu ditempat. Salam, Yolanda","05-03-2021","Yolanda P","21-04-2021","Halo Yolanda,  Pada dasarnya, magang di MK diadakan untuk memberikan informasi terkait proses bisnis pelayanan persidangan dan terbuka untuk seluruh jurusan. Yolanda juga dapa melakukan pengajuan magang, namun harus disesuaikan dengan kebutuhan akademisnya. Untuk magang di MK saat ini yang masih tersedia adalah untuk periode Oktober 2021. Yolanda dapat melakukan pengajuan magang melalui laman MK mkri.id pada menu Hubungi MK, dengan pilihan Magang/KKN/KKL. Adapun persyaratan yang dibutuhkan adalah surat pengantar dari Dekan atau Universitas dan proposal Magang yang diupload pada laman MK.  Semoga membantu. "
"41","13723","Selamat sore,apakah MK membuka magang utk mahasiswa jurusan hukum di pandemi ini Bagaimana teknis sistemnya ya Terima kasih banyak","01-03-2021","Amalia","21-04-2021","Hai Amalia,  Pada masa pandemi Covid-19, magang di MK dilakukan secara online. Untuk magang di MK saat ini yang masih tersedia adalah untuk periode Oktober 2021.Pengajuan magang dapat dilakukan melalui laman MK mkri.id pada menu Hubungi MK, dengan pilihan Magang/KKN/KKL. Adapun persyaratan yang dibutuhkan adalah surat pengantar dari Dekan atau Universitas dan proposal Magang yang diupload pada laman MK.  Demikian, semoga membantu. "
"42","13721","Selamat malam Mahkamah Konstitusi Yang Terhormat, apakah ada minimal waktu untuk program magang online MK","28-02-2021","Florentina Yunita","21-04-2021","Hai Florentina,  Magang online di MK dilakukan selama 1 bulan. Untuk magang di MK saat ini yang masih tersedia adalah untuk periode Oktober 2021.Pengajuan magang dapat dilakukan melalui laman MK mkri.id pada menu Hubungi MK, dengan pilihan Magang/KKN/KKL. Adapun persyaratan yang dibutuhkan adalah surat pengantar dari Dekan atau Universitas dan proposal Magang yang diupload pada laman MK.  Demikian, semoga membantu. "
"43","13695","Selamat sore, izin bertanya untuk pendaftaran magang MK 2021 apakah masih dibuka jika iya, mengapa saat saya melakukan pendaftaran dan mengisi data diri dan lampiran, setelah mengetik tombol kirim muncul tulisan 500 Internal Server Error, apakah ada kendala teknis atau semacamnya terima kasih sebelumnya.","17-02-2021","Nadia Aprillia","21-04-2021","Hai Nadia,  Mohon maaf untuk ketidaknyamanannya. Nadia dapat melakukan pendaftaran ulang pada laman MKRI. Untuk magang di MK saat ini yang masih tersedia adalah untuk periode Oktober 2021.  Semoga membantu."
"44","13622","apakah bisa melakukan magang saat ini di mahkamah konstitusi","11-02-2021","adzraa","21-04-2021","Hai Adzraa,  Untuk magang di MK saat ini yang masih tersedia adalah untuk periode Oktober 2021.Pengajuan magang dapat dilakukan melalui laman MK mkri.id pada menu Hubungi MK, dengan pilihan Magang/KKN/KKL. Adapun persyaratan yang dibutuhkan adalah surat pengantar dari Dekan atau Universitas dan proposal Magang yang diupload pada laman MK.  Salam."
"45","13599","Selamat pagi, saya Utari mahasiwa fakultas hukum. Saya ingin bertanya kepada bapakibu, apa saja syaratsyarat untuk mengikuti magang di MK ya","03-02-2021","Siti nur utari","21-04-2021","Hai Siti, Untuk magang di MK saat ini yang masih tersedia adalah untuk periode Oktober 2021.Pengajuan magang dapat dilakukan melalui laman MK mkri.id pada menu Hubungi MK, dengan pilihan Magang/KKN/KKL. Adapun persyaratan yang dibutuhkan adalah surat pengantar dari Dekan atau Universitas dan proposal Magang yang diupload pada laman MK. Demikian, semoga membantu. "
"46","13590","Selamat Sore,Perkenalkan saya Ade Novitasari mahasiswa aktif Akademi Sekretari Budi Luhur jurusan D3 Sekretari. Saya ingin bertanya apakah Mahkamah Konstitusi Republik Indonesia membuka kesempatan magang bagi Mahasiswa untuk bulan Februari 2021 jJika iya , tahapan apa saja yang harus dilakukan untuk pengajuan permohonan beserta dokumen apa saja yang harus dipersiapkan.Mohon informasinya, dengan besar harapan semoga Mahkamah Konstitusi RI membuka kesempatan bagi saya untuk melakukan Magang.Terima kasih.SalamAde Novitasari","01-02-2021","Ade Novitasari","21-04-2021","Halo Ade,  Untuk magang di MK saat ini yang masih tersedia adalah untuk periode Oktober 2021.Pengajuan magang dapat dilakukan melalui laman MK mkri.id pada menu Hubungi MK, dengan pilihan Magang/KKN/KKL. Adapun persyaratan yang dibutuhkan adalah surat pengantar dari Dekan atau Universitas dan proposal Magang yang diupload pada laman MK.  Semoga membantu.  "
"47","13563","Izin bertanya pakbu, untuk kegiatan magang di bulan April itu kan pada saat kegiatan perkuliahan. Apakah diperbolehkan magang sambil kuliah Dan kegiatan magangnya dari hari apa sampai hari apa Serta dari jam berapa sampai jam berapa Terimakasih sebelumnya pakbu","28-01-2021","Ester Agnes","21-04-2021","Hai Ester,  Untuk magang di MK saat ini yang masih tersedia adalah untuk periode Oktober 2021. Magang dilakukan secara online selama 1 bulan dan setiap hari kerja. Pengajuan magang dapat dilakukan melalui laman MK mkri.id pada menu Hubungi MK, dengan pilihan Magang/KKN/KKL. Adapun persyaratan yang dibutuhkan adalah surat pengantar dari Dekan atau Universitas dan proposal Magang yang diupload pada laman MK. Apabila pengajuan magang diterima, kami sarankan untuk menyesuaikan dengan mekanisme magang di MK agar magang yang dilakukan dapat berjalan secara efektif dan memberikan manfaat untuk Ester.  Terima kasih. "
"48","13551","Selamat pagi, kami dari Universitas Dirgantara Marsekal Suryadarma, mengusulkan kerjasama dengan MK. Kami pernah mengirimkan via email untuk beranda di MK. Adapun terjawab menunggu anterean di MK. Ijin bertanya, apakah proses masih di lakukan, karena kami sudahmenunggu dan belum ada respons.Terima kasih sebelumnya","27-01-2021","Johannes Dewanto","21-04-2021","Yth. Johannes DewantoMohon maaf atas ketidaknyamanannya. Untuk selanjutnya Anda dapat mengirimkan proposal kerja sama kembali yang ditujukan kepada Bapak Sekretaris Jenderal Mahkamah Konstitusi ke email"
"49","13550","assalamualikum, selamat malamsaya ingin bertanya tentang magang, apakah ada kuota untuk peserta magang untuk bulan ini","27-01-2021","Muhammad faiz hilmi","21-04-2021","Waalaikumsalam Faiz,  Untuk magang di MK saat ini yang masih tersedia adalah untuk periode Oktober 2021.Pengajuan magang dapat dilakukan melalui laman MK mkri.id pada menu Hubungi MK, dengan pilihan Magang/KKN/KKL. Adapun persyaratan yang dibutuhkan adalah surat pengantar dari Dekan atau Universitas dan proposal Magang yang diupload pada laman MK.  Demikian semoga membantu. "
"50","13540","Selamat siang bapakibu perkenalan saya Dina Lorenza Putri Siagian mahasiswa Universitas Jenderal Soedirmaningin bertanya perihal magang, apakah mahkamah konstitusi memberikan ruang dan waktu untuk mahasiswa untuk magang di mahkamah konstitusi Sekian dan Terimakasih.","23-01-2021","Dina Lorenza Putri Siagian","21-04-2021","Hai Dina,  Di masa pandemi, Magang di MK dilakukan secara online. Untuk magang di MK saat ini yang masih tersedia adalah untuk periode Oktober 2021.Pengajuan magang dapat dilakukan melalui laman MK mkri.id pada menu Hubungi MK, dengan pilihan Magang/KKN/KKL. Adapun persyaratan yang dibutuhkan adalah surat pengantar dari Dekan atau Universitas dan proposal Magang yang diupload pada laman MK.  Terima kasih. "
"51","13539","Pada saat sidang sengketa pilkada kabupaten samosir yg digelar di MK pada tanggal 27 Januari 2020, sy relawan dari Paslon 1, boleh mengikuti jalannya sidang di persidangan MKBanyak teman teman mau menyaksikan jalannya sidang, apakah sidang dibuka untuk umum atau disiarkan melalui medsos, mohon informasinya. Terimakasih","22-01-2021","Osner Tamba","22-01-2021","Selamat Pagi Bapak Osner, Mengacu pada Pasal 40 UU MK, Sidang Mahkamah Konstitusi terbuka untuk umum, kecuali rapat permusyawaratan hakim. namun sesuai protokol kesehatan Covid 19, terdapat batasan jumlah orang yang akan menghadiri sidang. Bapak bisa mengikuti via streaming atau melalui kanal youtube MK RI. Terima Kasih "
"52","13538","Selamat pagi Yth Admin Mahkamah Konstitusi Berapa banyak MK melakukan persidangan online sepanjang 2020 hingga 2021? Darimana saya bisa melihat datanya? Terimakasih sebelumnya","22-09-2021","Nabilah Anika","22-01-2021","Selamat Pagi Ibu Nabilah,"
"53","13529","Mahkamah konstitusi yang terhormat,ijinkan kami bertanya apakah hasil pilkada kab.pasaman barat provinsi sumatera barat sudah tercantum dalam BRPK atau tidakJika sudah bisakah kami melihat salinannya.terima kasih.","19-01-2021","Maiman lubis","20-01-2021","Sampai dengan saat ini Mahkamah Konstitusi belum menerima permohonan PHP Kada yang diajukan dari Kabupaten Pasaman Tahun 2020. Sekian, terima kasih."
"54","13524","Selamat siang, saya ingin bertanya apakah program magang Mahkamah Konstitusi masih bisa mengisi form magang dan apakah terbuka untuk semua jurusan Terimakasih","19-01-2021","adelia nadia","21-04-2021","Hai Adelia,  Pada dasarnya, Magang di MK bertujuan untuk memberikan informasi terkait proses bisnis pelayanan persidangan. Magang di MK tidak dibatasi oleh jurusan mahasiswa, akan tetapi mahasiswa yang ingin mendaftar harus menyesuaikan dengan kebutuhan akademisnya masing-masing.  Terima kasih."
"55","13493","Selamat siang... Untuk Magang di Mahkamah Konstitusi apakah sudah bisa","18-01-2021","Torik Abdul Aziz Wibowo","21-04-2021","Hai Torik,  Untuk magang di MK saat ini yang masih tersedia adalah untuk periode Oktober 2021.Pengajuan magang dapat dilakukan melalui laman MK mkri.id pada menu Hubungi MK, dengan pilihan Magang/KKN/KKL. Adapun persyaratan yang dibutuhkan adalah surat pengantar dari Dekan atau Universitas dan proposal Magang yang diupload pada laman MK.  Terima kasih."
"56","13485","Selamat pagi MK YTH.Bagaimana hasil registrasi Kab.Yalimo. Permohinan Gugatannya di terima atau di tolak","18-01-2021","Jefferson nekwek","18-01-2021","Selamat pagi,Berdasarkan penelusuran kami pada Daftar Perkara laman website MK, telah diajukan Permohonan PHPKada untuk Kabupaten Yalimo dengan Nomor ARPK No. 97/PHP.BUP-XIX/2021. Tahap selanjutnya,akan dijadwalkan untuk sidang Pemeriksaan Pendahuluan.Terima kasih."
"57","13484","Apakah Pemohon Dari Kabupaten Kaimana di Terima dan Sudah Registrasi Dalam eBRPK,,","18-01-2021","Mochamad Vikri","18-01-2021","Salam KonstitusiBerdasarkan hasil penelusuran kami pada Daftar Perkara di Laman MKRI, perkara Kaimana dari sudah dicatatkan dalam e-BRPK dan telah diterbitkan ARPK dengan Nomor Registrasi 2/PHP.BUP-XIX/2021. Selanjutnya, akan dijadwalkan untuk sidang Pemeriksaan Pendahuluan.Terima kasih."
"58","13483","Apakah bprk hari ini akan di umumkan di web","18-01-2021","Maria","18-01-2021","Sebagaimana PMK No. 7 amp;amp; 8 / 2020 mengenai Tahapan, Kegiatan, dan Jadwal, pencatatan Permohonan dalam e-BRPK dan penerbitan ARPK adalah tanggal 18 Januari tahun 2021, sekaligus upload ARPK di laman MKRI."
"59","13482","Apakah permohonan Paslon nomor urut 2, terkait pembatalan keputusan perolehan suara Pilkada tahun 2020 oleh KPU Labuhanbatu atas perolehan suara Pilkada tahun 2020, akan diterima oleh MK dan dilanjutkan ke persidanganSebelumnya, terima kasih..","18-01-2021","Joko Gunawan","18-01-2021",
"60","13481","Berkas apa apa saja yang di siapakan ketika mengajukan permohonan sebagai pihak terkait","18-01-2021","Rais","18-01-2021",
"61","13480","Apakah sengketa Pilkada Malaka masukteregistrasi dalam dalam buku registrasi untuk disidangkan","17-01-2021","Paulus seran","18-01-2021","Merujuk hasil penelusuran kami pada Daftar Perkara di Laman MKRI, perkara Kabupaten Malaka sudah dicatatkan dalam e-BRPK dan telah diterbitkan ARPK dengan Nomor Registrasi 24/PHP.BUP-XIX/2021. Jadi akan dijadwalkan untuk sidang Pemeriksaan Pendahuluan.Terima kasih."
"62","13479","Selamat siang dan selamat hari Minggu,sy mau tanya apakah gugatan perselisihan pilkada kabupaten Malaka tahun 2020,sudah ada putusan untuk dibterima atau di tolakapakah gugatan Pilkada Malaka sudah TSM","17-01-2021","Herminus bere seran","18-01-2021","Selamat siang.Berdasarkan hasil penelusuran kami pada Daftar Perkara dan Laman MKRI, perkara Kabupaten Malaka sudah dicatatkan dalam e-BRPK dan telah diterbitkan ARPK dengan Nomor Registrasi24/PHP.BUP-XIX/2021. Untuk Putusan diterima atau ditolak, serta ada atau tidaknya pelanggaran TSM sudah masuk ke substansi perkara yang akan diperiksa dalam persidangan oleh Hakim Konstitusi.Terima kasih."
"63","13476","Shaloom, assalamualaikum, selamat malam maaf ganggu.Apakah kabupaten Yalimo mengajukan gugatan juga ke MKTerimakasih","16-01-2021","Hudzon Yare","18-01-2021","Salam Konstitusi.Berdasarkan penelusuran kami pada Daftar Perkara laman website MK, telah diajukan Permohonan PHPKada untuk Kabupaten Yalimo dengan Nomor ARPK No.97/PHP.BUP-XIX/2021 dari Pemohon LAKIUS PEYON yang telah diregistrasi.Terima kasih."
"64","13475","Assalamalaikum. Setelah E BPRK terbit maka Pihak terkait mendaftakan diri sebagai pihak terkait, Format permohonanya bgmn Terus apakah dalam Mendaftar sbagai pihak terlkait harus di sertakan dgn alat bukti dan Jawaban","16-01-2021","Moh firda","18-01-2021","Waalaikumussalam.Salam Konstitusi.Berdasarkan PMK No. 6 / 2020, tidak ada format khusus Permohonan sebagai Pihak Terkait yang diberikan oleh Mahkamah Konstitusi. Pasal 24 hanya mengatur bahwa Permohonan sebagai Pihak Terkait harus diajukan dan ditandatangani oleh Pasangan Calon KaDa atau Kuasa Hukum. Sedangkan Pasal 27 mengatur mengenai Keterangan sebagai Pihak Terkait dan Alat Bukti dapat disampaikan oleh Pihak Terkait pada saat Pemeriksaan Persidangan.Terima kasih"
"65","13474","Jika permohonan pemohon PHP KADA tidak terdaftar di EBRPK , apakah itu menandakan permohonan pemohon PHP kada tidak dapat disidangkan atau gugur atau ditolak karena bukti tidak mencukupi","16-01-2021","Hasmel wijaya","18-01-2021","Salam Konstitusi.Berdasarkan Pasal 16, seluruh permohonan yang telah dilakukan Pemeriksaan Perbaikan dan kelengkapan Permohonan akan dicatatkan dalam e-BRPK (Buku Registrasi Perkara Konstitusi Elektronik) secara serentak dan diterbitkan Akta Registrasi Perkara (ARPK) oleh bagian Kepaniteraan. Jika, ada Permohonan yang tidak terdaftar dalam e-BRPK dikarenakan Pemohon mencabut permohonan miliknya sebelum dicatatkan dalam e-BRPK. Sedangkan mengenai perkara ditolak atau gugur akan ditentukan oleh Hakim Konstitusi melalui persidangan.Terima kasih."
"66","13473","Berdasarkan Peraturan MK No 6 Tahun 2020 Pasal 7 ayat (2) Permohonan sebagaimana dimaksud pada ayat (1) diajukan paling lambat 3 (tiga) hari kerja terhitung sejak diumumkan penetapan perolehan suara hasil Pemilihan oleh Termohon. Jika KPUD menetapkan Perolehan suara pada hari selasa tanggal 15 Desember 2020 jam 12 42 WIB, maka selambat selambat kapan pemohon harus mengajukan permohonannya di MKJika batas waktu megajukan permohonan sudah lwt apakah eBRPK tetap di terbitkan MKTerimakasih","16-01-2021","Yudi Saputra","18-01-2021","Salam Konstitusi.Sesuai dengan Pasal 7 ayat (2) PMK No. 6 / 2020, jika KPUD menetapkan Perolah Suara tanggal 15 Desember, maka batas pengajuan permohonan ke MK 3 (tiga) hari sejak diumumkan berarti tanggal 17 Desember 2020. Untuk perkara yang melewati batas waktu pengajuan akan tetap dicatatkan dalam eBRPK dan diterbitkan Akta Registrasi Perkara Konstitusi.Terima kasih."
"67","13471","Salam Konstitusi.Melalui email ini saya mengajukan pertanyaan kepada Mahkamah, sehubungan dengan adanya sengketa Perselisihan hasil Pemilihan Kepala Daerah 2020, permohon yang sudah diajukan oleh Pemohon (Draft PErmohonan Awal dan Draft PErmohonan Perbaikan) yang telah ditampilkan dalam website Mahkamah Konstitusi, Apakah Draft Permhonan (Perbaikan) adalah draft final yang akan dibacakan dalam Ruang Sidang yang kedua Apakah Pemohon dapat merubah permohonan yang sudah diperbaiki dan sudah diupload di Website MK. demikian pertanyaan saya. atas perhatiannya, saya haturkan terima kasih","15-01-2021","Eugen Ehrlich Arie","18-01-2021","Salam Konstitusi.Sesuai dengan Pasal 14 PMK No. 6 /2020, menyatakan bahwa Perbaikan Permohonan hanya dapat diajukan 1 (satu) kali selama tenggang waktu pengajuan perbaikan Permohonan. Berarti tidak dimungkinkan oleh Pemohon untuk mengajukan Perbaikan Permohonan lagi, maka file Perbaikan Permohonan yang diupload oleh MK ke laman merupakan Permohonan yang akan diregistrasi dan akan dibacakan dalam Sidang Pendahuluan untuk diperiksa oleh Hakim Konstitusi.Terima kasih."
